protein_id	orthogroup_id
7955.ENSDARP00000129301	KOG0618
9606.ENSP00000262719	KOG0618
9606.ENSP00000298910	KOG0618
9606.ENSP00000457991	KOG0618
10090.ENSMUSP00000002603	KOG0619
10090.ENSMUSP00000006301	KOG0619
10090.ENSMUSP00000006559	KOG0619
10090.ENSMUSP00000015277	KOG0619
10090.ENSMUSP00000020350	KOG0619
10090.ENSMUSP00000021239	KOG0619
10090.ENSMUSP00000021820	KOG0619
10090.ENSMUSP00000021822	KOG0619
10090.ENSMUSP00000022574	KOG0619
10090.ENSMUSP00000023917	KOG0619
10090.ENSMUSP00000025932	KOG0619
10090.ENSMUSP00000026548	KOG0619
10090.ENSMUSP00000026580	KOG0619
10090.ENSMUSP00000027706	KOG0619
10090.ENSMUSP00000028337	KOG0619
10090.ENSMUSP00000029573	KOG0619
10090.ENSMUSP00000030971	KOG0619
10090.ENSMUSP00000032133	KOG0619
10090.ENSMUSP00000033741	KOG0619
10090.ENSMUSP00000033876	KOG0619
10090.ENSMUSP00000035076	KOG0619
10090.ENSMUSP00000035444	KOG0619
10090.ENSMUSP00000035489	KOG0619
10090.ENSMUSP00000035929	KOG0619
10090.ENSMUSP00000037096	KOG0619
10090.ENSMUSP00000037246	KOG0619
10090.ENSMUSP00000037616	KOG0619
10090.ENSMUSP00000038048	KOG0619
10090.ENSMUSP00000038569	KOG0619
10090.ENSMUSP00000038675	KOG0619
10090.ENSMUSP00000040877	KOG0619
10090.ENSMUSP00000041199	KOG0619
10090.ENSMUSP00000043818	KOG0619
10090.ENSMUSP00000044135	KOG0619
10090.ENSMUSP00000045142	KOG0619
10090.ENSMUSP00000045162	KOG0619
10090.ENSMUSP00000047213	KOG0619
10090.ENSMUSP00000047325	KOG0619
10090.ENSMUSP00000047573	KOG0619
10090.ENSMUSP00000047844	KOG0619
10090.ENSMUSP00000048803	KOG0619
10090.ENSMUSP00000051546	KOG0619
10090.ENSMUSP00000051895	KOG0619
10090.ENSMUSP00000052055	KOG0619
10090.ENSMUSP00000052177	KOG0619
10090.ENSMUSP00000052584	KOG0619
10090.ENSMUSP00000053123	KOG0619
10090.ENSMUSP00000053597	KOG0619
10090.ENSMUSP00000054960	KOG0619
10090.ENSMUSP00000056642	KOG0619
10090.ENSMUSP00000057005	KOG0619
10090.ENSMUSP00000057563	KOG0619
10090.ENSMUSP00000058050	KOG0619
10090.ENSMUSP00000059050	KOG0619
10090.ENSMUSP00000059270	KOG0619
10090.ENSMUSP00000060169	KOG0619
10090.ENSMUSP00000060402	KOG0619
10090.ENSMUSP00000061828	KOG0619
10090.ENSMUSP00000061906	KOG0619
10090.ENSMUSP00000062158	KOG0619
10090.ENSMUSP00000062924	KOG0619
10090.ENSMUSP00000065706	KOG0619
10090.ENSMUSP00000066015	KOG0619
10090.ENSMUSP00000066777	KOG0619
10090.ENSMUSP00000067897	KOG0619
10090.ENSMUSP00000068906	KOG0619
10090.ENSMUSP00000069318	KOG0619
10090.ENSMUSP00000069772	KOG0619
10090.ENSMUSP00000070130	KOG0619
10090.ENSMUSP00000072682	KOG0619
10090.ENSMUSP00000073502	KOG0619
10090.ENSMUSP00000074360	KOG0619
10090.ENSMUSP00000077611	KOG0619
10090.ENSMUSP00000077779	KOG0619
10090.ENSMUSP00000084423	KOG0619
10090.ENSMUSP00000086363	KOG0619
10090.ENSMUSP00000089225	KOG0619
10090.ENSMUSP00000091073	KOG0619
10090.ENSMUSP00000091713	KOG0619
10090.ENSMUSP00000092690	KOG0619
10090.ENSMUSP00000094893	KOG0619
10090.ENSMUSP00000099555	KOG0619
10090.ENSMUSP00000099572	KOG0619
10090.ENSMUSP00000100922	KOG0619
10090.ENSMUSP00000100923	KOG0619
10090.ENSMUSP00000100924	KOG0619
10090.ENSMUSP00000101079	KOG0619
10090.ENSMUSP00000101659	KOG0619
10090.ENSMUSP00000102320	KOG0619
10090.ENSMUSP00000102718	KOG0619
10090.ENSMUSP00000103902	KOG0619
10090.ENSMUSP00000103923	KOG0619
10090.ENSMUSP00000106251	KOG0619
10090.ENSMUSP00000107228	KOG0619
10090.ENSMUSP00000108327	KOG0619
10090.ENSMUSP00000108376	KOG0619
10090.ENSMUSP00000108825	KOG0619
10090.ENSMUSP00000109048	KOG0619
10090.ENSMUSP00000109175	KOG0619
10090.ENSMUSP00000109453	KOG0619
10090.ENSMUSP00000110817	KOG0619
10090.ENSMUSP00000113603	KOG0619
10090.ENSMUSP00000113964	KOG0619
10090.ENSMUSP00000116056	KOG0619
10090.ENSMUSP00000117263	KOG0619
10090.ENSMUSP00000118362	KOG0619
10090.ENSMUSP00000120568	KOG0619
10090.ENSMUSP00000125207	KOG0619
10090.ENSMUSP00000130879	KOG0619
10090.ENSMUSP00000131795	KOG0619
10090.ENSMUSP00000132865	KOG0619
10090.ENSMUSP00000132918	KOG0619
10090.ENSMUSP00000133205	KOG0619
10090.ENSMUSP00000136166	KOG0619
10090.ENSMUSP00000137154	KOG0619
10090.ENSMUSP00000140184	KOG0619
10090.ENSMUSP00000140536	KOG0619
10116.ENSRNOP00000000205	KOG0619
10116.ENSRNOP00000001197	KOG0619
10116.ENSRNOP00000001940	KOG0619
10116.ENSRNOP00000002888	KOG0619
10116.ENSRNOP00000002896	KOG0619
10116.ENSRNOP00000002897	KOG0619
10116.ENSRNOP00000004241	KOG0619
10116.ENSRNOP00000004382	KOG0619
10116.ENSRNOP00000004435	KOG0619
10116.ENSRNOP00000004941	KOG0619
10116.ENSRNOP00000005438	KOG0619
10116.ENSRNOP00000005490	KOG0619
10116.ENSRNOP00000005595	KOG0619
10116.ENSRNOP00000005768	KOG0619
10116.ENSRNOP00000005814	KOG0619
10116.ENSRNOP00000006070	KOG0619
10116.ENSRNOP00000006109	KOG0619
10116.ENSRNOP00000006234	KOG0619
10116.ENSRNOP00000006450	KOG0619
10116.ENSRNOP00000006969	KOG0619
10116.ENSRNOP00000007338	KOG0619
10116.ENSRNOP00000007600	KOG0619
10116.ENSRNOP00000007681	KOG0619
10116.ENSRNOP00000007867	KOG0619
10116.ENSRNOP00000007993	KOG0619
10116.ENSRNOP00000008655	KOG0619
10116.ENSRNOP00000008656	KOG0619
10116.ENSRNOP00000008879	KOG0619
10116.ENSRNOP00000010238	KOG0619
10116.ENSRNOP00000010673	KOG0619
10116.ENSRNOP00000012636	KOG0619
10116.ENSRNOP00000012844	KOG0619
10116.ENSRNOP00000013282	KOG0619
10116.ENSRNOP00000014326	KOG0619
10116.ENSRNOP00000015203	KOG0619
10116.ENSRNOP00000015242	KOG0619
10116.ENSRNOP00000015466	KOG0619
10116.ENSRNOP00000015705	KOG0619
10116.ENSRNOP00000016453	KOG0619
10116.ENSRNOP00000016959	KOG0619
10116.ENSRNOP00000017103	KOG0619
10116.ENSRNOP00000017773	KOG0619
10116.ENSRNOP00000017776	KOG0619
10116.ENSRNOP00000018629	KOG0619
10116.ENSRNOP00000018892	KOG0619
10116.ENSRNOP00000020233	KOG0619
10116.ENSRNOP00000020297	KOG0619
10116.ENSRNOP00000020483	KOG0619
10116.ENSRNOP00000020520	KOG0619
10116.ENSRNOP00000020532	KOG0619
10116.ENSRNOP00000020580	KOG0619
10116.ENSRNOP00000020648	KOG0619
10116.ENSRNOP00000020704	KOG0619
10116.ENSRNOP00000021745	KOG0619
10116.ENSRNOP00000023084	KOG0619
10116.ENSRNOP00000023920	KOG0619
10116.ENSRNOP00000024157	KOG0619
10116.ENSRNOP00000025291	KOG0619
10116.ENSRNOP00000026169	KOG0619
10116.ENSRNOP00000026259	KOG0619
10116.ENSRNOP00000027031	KOG0619
10116.ENSRNOP00000027204	KOG0619
10116.ENSRNOP00000028275	KOG0619
10116.ENSRNOP00000029957	KOG0619
10116.ENSRNOP00000030477	KOG0619
10116.ENSRNOP00000030745	KOG0619
10116.ENSRNOP00000031726	KOG0619
10116.ENSRNOP00000032195	KOG0619
10116.ENSRNOP00000032922	KOG0619
10116.ENSRNOP00000033541	KOG0619
10116.ENSRNOP00000034072	KOG0619
10116.ENSRNOP00000034217	KOG0619
10116.ENSRNOP00000035539	KOG0619
10116.ENSRNOP00000036369	KOG0619
10116.ENSRNOP00000037105	KOG0619
10116.ENSRNOP00000037291	KOG0619
10116.ENSRNOP00000037327	KOG0619
10116.ENSRNOP00000037487	KOG0619
10116.ENSRNOP00000037510	KOG0619
10116.ENSRNOP00000038387	KOG0619
10116.ENSRNOP00000038501	KOG0619
10116.ENSRNOP00000038898	KOG0619
10116.ENSRNOP00000041517	KOG0619
10116.ENSRNOP00000043041	KOG0619
10116.ENSRNOP00000043694	KOG0619
10116.ENSRNOP00000044022	KOG0619
10116.ENSRNOP00000044234	KOG0619
10116.ENSRNOP00000046666	KOG0619
10116.ENSRNOP00000047801	KOG0619
10116.ENSRNOP00000047810	KOG0619
10116.ENSRNOP00000048191	KOG0619
10116.ENSRNOP00000048468	KOG0619
10116.ENSRNOP00000048680	KOG0619
10116.ENSRNOP00000049562	KOG0619
10116.ENSRNOP00000049568	KOG0619
10116.ENSRNOP00000050922	KOG0619
10116.ENSRNOP00000051031	KOG0619
10116.ENSRNOP00000051446	KOG0619
10116.ENSRNOP00000051768	KOG0619
10116.ENSRNOP00000053510	KOG0619
10116.ENSRNOP00000053905	KOG0619
10116.ENSRNOP00000055096	KOG0619
10116.ENSRNOP00000055703	KOG0619
10116.ENSRNOP00000056931	KOG0619
10116.ENSRNOP00000058866	KOG0619
10116.ENSRNOP00000060467	KOG0619
10116.ENSRNOP00000062596	KOG0619
10116.ENSRNOP00000063949	KOG0619
10116.ENSRNOP00000064155	KOG0619
10116.ENSRNOP00000064171	KOG0619
10116.ENSRNOP00000064244	KOG0619
10116.ENSRNOP00000064616	KOG0619
10116.ENSRNOP00000065270	KOG0619
10116.ENSRNOP00000065320	KOG0619
10116.ENSRNOP00000065601	KOG0619
10116.ENSRNOP00000065771	KOG0619
10116.ENSRNOP00000066263	KOG0619
10116.ENSRNOP00000066861	KOG0619
10116.ENSRNOP00000067041	KOG0619
10116.ENSRNOP00000067172	KOG0619
10116.ENSRNOP00000067644	KOG0619
10116.ENSRNOP00000067755	KOG0619
10116.ENSRNOP00000068329	KOG0619
4932.YOR353C	KOG0619
7955.ENSDARP00000005494	KOG0619
7955.ENSDARP00000006801	KOG0619
7955.ENSDARP00000007698	KOG0619
7955.ENSDARP00000012462	KOG0619
7955.ENSDARP00000017536	KOG0619
7955.ENSDARP00000018034	KOG0619
7955.ENSDARP00000018692	KOG0619
7955.ENSDARP00000021410	KOG0619
7955.ENSDARP00000024471	KOG0619
7955.ENSDARP00000025492	KOG0619
7955.ENSDARP00000028536	KOG0619
7955.ENSDARP00000031878	KOG0619
7955.ENSDARP00000033785	KOG0619
7955.ENSDARP00000036969	KOG0619
7955.ENSDARP00000038014	KOG0619
7955.ENSDARP00000042819	KOG0619
7955.ENSDARP00000048890	KOG0619
7955.ENSDARP00000049835	KOG0619
7955.ENSDARP00000050905	KOG0619
7955.ENSDARP00000052112	KOG0619
7955.ENSDARP00000054076	KOG0619
7955.ENSDARP00000054597	KOG0619
7955.ENSDARP00000055316	KOG0619
7955.ENSDARP00000058830	KOG0619
7955.ENSDARP00000059477	KOG0619
7955.ENSDARP00000064797	KOG0619
7955.ENSDARP00000064800	KOG0619
7955.ENSDARP00000065100	KOG0619
7955.ENSDARP00000065983	KOG0619
7955.ENSDARP00000065984	KOG0619
7955.ENSDARP00000066263	KOG0619
7955.ENSDARP00000066456	KOG0619
7955.ENSDARP00000067072	KOG0619
7955.ENSDARP00000068073	KOG0619
7955.ENSDARP00000068226	KOG0619
7955.ENSDARP00000068701	KOG0619
7955.ENSDARP00000071275	KOG0619
7955.ENSDARP00000072289	KOG0619
7955.ENSDARP00000072426	KOG0619
7955.ENSDARP00000073976	KOG0619
7955.ENSDARP00000074610	KOG0619
7955.ENSDARP00000077281	KOG0619
7955.ENSDARP00000077762	KOG0619
7955.ENSDARP00000077765	KOG0619
7955.ENSDARP00000078824	KOG0619
7955.ENSDARP00000079653	KOG0619
7955.ENSDARP00000079854	KOG0619
7955.ENSDARP00000080204	KOG0619
7955.ENSDARP00000083466	KOG0619
7955.ENSDARP00000084365	KOG0619
7955.ENSDARP00000084665	KOG0619
7955.ENSDARP00000084860	KOG0619
7955.ENSDARP00000087316	KOG0619
7955.ENSDARP00000087356	KOG0619
7955.ENSDARP00000087440	KOG0619
7955.ENSDARP00000088455	KOG0619
7955.ENSDARP00000091442	KOG0619
7955.ENSDARP00000091458	KOG0619
7955.ENSDARP00000092235	KOG0619
7955.ENSDARP00000093055	KOG0619
7955.ENSDARP00000093087	KOG0619
7955.ENSDARP00000094622	KOG0619
7955.ENSDARP00000095023	KOG0619
7955.ENSDARP00000095158	KOG0619
7955.ENSDARP00000095946	KOG0619
7955.ENSDARP00000096250	KOG0619
7955.ENSDARP00000096455	KOG0619
7955.ENSDARP00000096527	KOG0619
7955.ENSDARP00000097966	KOG0619
7955.ENSDARP00000097998	KOG0619
7955.ENSDARP00000098310	KOG0619
7955.ENSDARP00000098706	KOG0619
7955.ENSDARP00000099034	KOG0619
7955.ENSDARP00000099731	KOG0619
7955.ENSDARP00000100212	KOG0619
7955.ENSDARP00000100801	KOG0619
7955.ENSDARP00000100832	KOG0619
7955.ENSDARP00000101702	KOG0619
7955.ENSDARP00000101739	KOG0619
7955.ENSDARP00000101958	KOG0619
7955.ENSDARP00000102300	KOG0619
7955.ENSDARP00000102822	KOG0619
7955.ENSDARP00000103078	KOG0619
7955.ENSDARP00000103605	KOG0619
7955.ENSDARP00000103681	KOG0619
7955.ENSDARP00000103690	KOG0619
7955.ENSDARP00000104608	KOG0619
7955.ENSDARP00000104802	KOG0619
7955.ENSDARP00000104909	KOG0619
7955.ENSDARP00000106257	KOG0619
7955.ENSDARP00000106283	KOG0619
7955.ENSDARP00000106491	KOG0619
7955.ENSDARP00000106520	KOG0619
7955.ENSDARP00000106983	KOG0619
7955.ENSDARP00000107141	KOG0619
7955.ENSDARP00000107693	KOG0619
7955.ENSDARP00000108118	KOG0619
7955.ENSDARP00000108364	KOG0619
7955.ENSDARP00000108823	KOG0619
7955.ENSDARP00000108970	KOG0619
7955.ENSDARP00000109414	KOG0619
7955.ENSDARP00000109690	KOG0619
7955.ENSDARP00000110106	KOG0619
7955.ENSDARP00000110288	KOG0619
7955.ENSDARP00000110663	KOG0619
7955.ENSDARP00000110805	KOG0619
7955.ENSDARP00000110812	KOG0619
7955.ENSDARP00000111259	KOG0619
7955.ENSDARP00000111657	KOG0619
7955.ENSDARP00000111665	KOG0619
7955.ENSDARP00000111835	KOG0619
7955.ENSDARP00000112310	KOG0619
7955.ENSDARP00000113341	KOG0619
7955.ENSDARP00000113678	KOG0619
7955.ENSDARP00000113691	KOG0619
7955.ENSDARP00000114768	KOG0619
7955.ENSDARP00000114908	KOG0619
7955.ENSDARP00000115820	KOG0619
7955.ENSDARP00000116202	KOG0619
7955.ENSDARP00000116308	KOG0619
7955.ENSDARP00000116703	KOG0619
7955.ENSDARP00000116963	KOG0619
7955.ENSDARP00000117010	KOG0619
7955.ENSDARP00000117313	KOG0619
7955.ENSDARP00000117976	KOG0619
7955.ENSDARP00000118508	KOG0619
7955.ENSDARP00000118578	KOG0619
7955.ENSDARP00000119600	KOG0619
7955.ENSDARP00000119727	KOG0619
7955.ENSDARP00000120226	KOG0619
7955.ENSDARP00000120443	KOG0619
7955.ENSDARP00000120833	KOG0619
7955.ENSDARP00000122383	KOG0619
7955.ENSDARP00000122541	KOG0619
7955.ENSDARP00000122550	KOG0619
7955.ENSDARP00000122885	KOG0619
7955.ENSDARP00000123031	KOG0619
7955.ENSDARP00000124225	KOG0619
7955.ENSDARP00000124928	KOG0619
7955.ENSDARP00000125030	KOG0619
7955.ENSDARP00000125702	KOG0619
7955.ENSDARP00000126055	KOG0619
7955.ENSDARP00000126191	KOG0619
7955.ENSDARP00000126247	KOG0619
7955.ENSDARP00000126621	KOG0619
7955.ENSDARP00000126821	KOG0619
7955.ENSDARP00000126977	KOG0619
7955.ENSDARP00000127173	KOG0619
7955.ENSDARP00000127208	KOG0619
7955.ENSDARP00000127308	KOG0619
7955.ENSDARP00000127790	KOG0619
7955.ENSDARP00000128105	KOG0619
7955.ENSDARP00000129006	KOG0619
7955.ENSDARP00000129244	KOG0619
7955.ENSDARP00000129272	KOG0619
9606.ENSP00000035383	KOG0619
9606.ENSP00000043402	KOG0619
9606.ENSP00000052754	KOG0619
9606.ENSP00000216241	KOG0619
9606.ENSP00000217939	KOG0619
9606.ENSP00000247271	KOG0619
9606.ENSP00000248668	KOG0619
9606.ENSP00000249363	KOG0619
9606.ENSP00000249842	KOG0619
9606.ENSP00000259324	KOG0619
9606.ENSP00000261172	KOG0619
9606.ENSP00000262551	KOG0619
9606.ENSP00000266674	KOG0619
9606.ENSP00000266718	KOG0619
9606.ENSP00000266719	KOG0619
9606.ENSP00000273286	KOG0619
9606.ENSP00000274711	KOG0619
9606.ENSP00000276282	KOG0619
9606.ENSP00000278198	KOG0619
9606.ENSP00000282466	KOG0619
9606.ENSP00000292616	KOG0619
9606.ENSP00000294635	KOG0619
9606.ENSP00000294818	KOG0619
9606.ENSP00000295057	KOG0619
9606.ENSP00000295628	KOG0619
9606.ENSP00000298119	KOG0619
9606.ENSP00000298124	KOG0619
9606.ENSP00000298288	KOG0619
9606.ENSP00000298386	KOG0619
9606.ENSP00000298910	KOG0619
9606.ENSP00000302621	KOG0619
9606.ENSP00000303942	KOG0619
9606.ENSP00000304923	KOG0619
9606.ENSP00000306864	KOG0619
9606.ENSP00000308315	KOG0619
9606.ENSP00000312535	KOG0619
9606.ENSP00000314901	KOG0619
9606.ENSP00000319464	KOG0619
9606.ENSP00000322937	KOG0619
9606.ENSP00000326324	KOG0619
9606.ENSP00000326759	KOG0619
9606.ENSP00000326817	KOG0619
9606.ENSP00000327336	KOG0619
9606.ENSP00000328625	KOG0619
9606.ENSP00000329380	KOG0619
9606.ENSP00000330631	KOG0619
9606.ENSP00000332674	KOG0619
9606.ENSP00000334952	KOG0619
9606.ENSP00000335397	KOG0619
9606.ENSP00000337797	KOG0619
9606.ENSP00000338887	KOG0619
9606.ENSP00000339918	KOG0619
9606.ENSP00000341944	KOG0619
9606.ENSP00000342188	KOG0619
9606.ENSP00000343924	KOG0619
9606.ENSP00000344242	KOG0619
9606.ENSP00000344758	KOG0619
9606.ENSP00000345175	KOG0619
9606.ENSP00000345985	KOG0619
9606.ENSP00000347041	KOG0619
9606.ENSP00000347451	KOG0619
9606.ENSP00000349486	KOG0619
9606.ENSP00000355166	KOG0619
9606.ENSP00000355187	KOG0619
9606.ENSP00000355402	KOG0619
9606.ENSP00000356143	KOG0619
9606.ENSP00000356191	KOG0619
9606.ENSP00000356247	KOG0619
9606.ENSP00000357810	KOG0619
9606.ENSP00000358464	KOG0619
9606.ENSP00000358765	KOG0619
9606.ENSP00000359483	KOG0619
9606.ENSP00000359925	KOG0619
9606.ENSP00000360560	KOG0619
9606.ENSP00000360597	KOG0619
9606.ENSP00000361177	KOG0619
9606.ENSP00000364694	KOG0619
9606.ENSP00000364700	KOG0619
9606.ENSP00000365253	KOG0619
9606.ENSP00000367315	KOG0619
9606.ENSP00000368135	KOG0619
9606.ENSP00000368516	KOG0619
9606.ENSP00000369328	KOG0619
9606.ENSP00000369395	KOG0619
9606.ENSP00000372959	KOG0619
9606.ENSP00000373600	KOG0619
9606.ENSP00000374447	KOG0619
9606.ENSP00000376384	KOG0619
9606.ENSP00000379241	KOG0619
9606.ENSP00000383382	KOG0619
9606.ENSP00000383931	KOG0619
9606.ENSP00000384126	KOG0619
9606.ENSP00000386357	KOG0619
9606.ENSP00000397312	KOG0619
9606.ENSP00000399441	KOG0619
9606.ENSP00000400803	KOG0619
9606.ENSP00000405841	KOG0619
9606.ENSP00000405987	KOG0619
9606.ENSP00000406367	KOG0619
9606.ENSP00000413707	KOG0619
9606.ENSP00000416683	KOG0619
9606.ENSP00000419542	KOG0619
9606.ENSP00000423812	KOG0619
9606.ENSP00000426632	KOG0619
9606.ENSP00000434847	KOG0619
9606.ENSP00000434849	KOG0619
9606.ENSP00000438264	KOG0619
9606.ENSP00000446278	KOG0619
9606.ENSP00000457991	KOG0619
9606.ENSP00000459551	KOG0619
9606.ENSP00000464535	KOG0619
9606.ENSP00000466989	KOG0619
9606.ENSP00000467753	KOG0619
9606.ENSP00000469337	KOG0619
9606.ENSP00000469759	KOG0619
9606.ENSP00000471502	KOG0619
9606.ENSP00000474988	KOG0619
9606.ENSP00000479256	KOG0619
9606.ENSP00000479953	KOG0619
9606.ENSP00000480740	KOG0619
10090.ENSMUSP00000016124	KOG0620
10090.ENSMUSP00000023849	KOG0620
10090.ENSMUSP00000059666	KOG0620
10090.ENSMUSP00000064556	KOG0620
10090.ENSMUSP00000119415	KOG0620
10090.ENSMUSP00000121239	KOG0620
10116.ENSRNOP00000002843	KOG0620
10116.ENSRNOP00000003752	KOG0620
10116.ENSRNOP00000005084	KOG0620
10116.ENSRNOP00000014348	KOG0620
10116.ENSRNOP00000023610	KOG0620
10116.ENSRNOP00000043554	KOG0620
4932.YAL021C	KOG0620
4932.YOL042W	KOG0620
7955.ENSDARP00000030084	KOG0620
7955.ENSDARP00000032583	KOG0620
7955.ENSDARP00000067607	KOG0620
7955.ENSDARP00000071278	KOG0620
7955.ENSDARP00000099045	KOG0620
7955.ENSDARP00000099826	KOG0620
9606.ENSP00000280614	KOG0620
9606.ENSP00000309142	KOG0620
9606.ENSP00000355929	KOG0620
9606.ENSP00000357603	KOG0620
9606.ENSP00000377024	KOG0620
9606.ENSP00000424896	KOG0620
10090.ENSMUSP00000034932	KOG0621
10090.ENSMUSP00000034941	KOG0621
10090.ENSMUSP00000091318	KOG0621
10090.ENSMUSP00000096077	KOG0621
10090.ENSMUSP00000104272	KOG0621
10090.ENSMUSP00000136181	KOG0621
10116.ENSRNOP00000010765	KOG0621
10116.ENSRNOP00000035566	KOG0621
10116.ENSRNOP00000046853	KOG0621
10116.ENSRNOP00000050508	KOG0621
10116.ENSRNOP00000053569	KOG0621
10116.ENSRNOP00000066419	KOG0621
4932.YJR100C	KOG0621
7955.ENSDARP00000066877	KOG0621
7955.ENSDARP00000075160	KOG0621
7955.ENSDARP00000089774	KOG0621
7955.ENSDARP00000101354	KOG0621
7955.ENSDARP00000106918	KOG0621
7955.ENSDARP00000107174	KOG0621
7955.ENSDARP00000112020	KOG0621
7955.ENSDARP00000112517	KOG0621
7955.ENSDARP00000116699	KOG0621
9606.ENSP00000345494	KOG0621
9606.ENSP00000347038	KOG0621
9606.ENSP00000390111	KOG0621
9606.ENSP00000420132	KOG0621
9606.ENSP00000438547	KOG0621
10090.ENSMUSP00000023884	KOG0622
10090.ENSMUSP00000030581	KOG0622
10090.ENSMUSP00000065544	KOG0622
10090.ENSMUSP00000128661	KOG0622
10116.ENSRNOP00000007259	KOG0622
10116.ENSRNOP00000007999	KOG0622
10116.ENSRNOP00000031505	KOG0622
10116.ENSRNOP00000043051	KOG0622
10116.ENSRNOP00000059346	KOG0622
4932.YKL184W	KOG0622
7955.ENSDARP00000026811	KOG0622
7955.ENSDARP00000069192	KOG0622
7955.ENSDARP00000122392	KOG0622
9606.ENSP00000234111	KOG0622
9606.ENSP00000294517	KOG0622
9606.ENSP00000337180	KOG0622
4932.YBR248C	KOG0623
10090.ENSMUSP00000022734	KOG0624
10116.ENSRNOP00000014182	KOG0624
7955.ENSDARP00000007090	KOG0624
7955.ENSDARP00000060245	KOG0624
9606.ENSP00000473631	KOG0624
10090.ENSMUSP00000036025	KOG0625
10090.ENSMUSP00000061227	KOG0625
10116.ENSRNOP00000013785	KOG0625
10116.ENSRNOP00000020763	KOG0625
4932.YKL127W	KOG0625
4932.YMR105C	KOG0625
7955.ENSDARP00000006510	KOG0625
7955.ENSDARP00000080329	KOG0625
9606.ENSP00000360124	KOG0625
9606.ENSP00000379678	KOG0625
10090.ENSMUSP00000031096	KOG0626
10090.ENSMUSP00000034969	KOG0626
10090.ENSMUSP00000073190	KOG0626
10090.ENSMUSP00000077899	KOG0626
10116.ENSRNOP00000001449	KOG0626
10116.ENSRNOP00000003811	KOG0626
10116.ENSRNOP00000004908	KOG0626
10116.ENSRNOP00000012308	KOG0626
10116.ENSRNOP00000030329	KOG0626
7955.ENSDARP00000052476	KOG0626
7955.ENSDARP00000065233	KOG0626
7955.ENSDARP00000080173	KOG0626
7955.ENSDARP00000100285	KOG0626
7955.ENSDARP00000110875	KOG0626
7955.ENSDARP00000118159	KOG0626
7955.ENSDARP00000124944	KOG0626
9606.ENSP00000257408	KOG0626
9606.ENSP00000264162	KOG0626
9606.ENSP00000343490	KOG0626
9606.ENSP00000369442	KOG0626
10090.ENSMUSP00000048904	KOG0627
10090.ENSMUSP00000049715	KOG0627
10090.ENSMUSP00000052508	KOG0627
10090.ENSMUSP00000072617	KOG0627
10090.ENSMUSP00000078761	KOG0627
10116.ENSRNOP00000001059	KOG0627
10116.ENSRNOP00000047030	KOG0627
10116.ENSRNOP00000055621	KOG0627
10116.ENSRNOP00000068369	KOG0627
4932.YGL073W	KOG0627
4932.YGR249W	KOG0627
4932.YHR206W	KOG0627
4932.YJR147W	KOG0627
4932.YOR140W	KOG0627
7955.ENSDARP00000005404	KOG0627
7955.ENSDARP00000069555	KOG0627
7955.ENSDARP00000109339	KOG0627
7955.ENSDARP00000111022	KOG0627
9606.ENSP00000264009	KOG0627
9606.ENSP00000357440	KOG0627
9606.ENSP00000359444	KOG0627
9606.ENSP00000431512	KOG0627
9606.ENSP00000469223	KOG0627
10090.ENSMUSP00000028838	KOG0628
10090.ENSMUSP00000136467	KOG0628
10116.ENSRNOP00000041885	KOG0628
10116.ENSRNOP00000064520	KOG0628
7955.ENSDARP00000005382	KOG0628
7955.ENSDARP00000124929	KOG0628
9606.ENSP00000267845	KOG0628
9606.ENSP00000403644	KOG0628
10090.ENSMUSP00000023805	KOG0629
10090.ENSMUSP00000028123	KOG0629
10090.ENSMUSP00000077694	KOG0629
10090.ENSMUSP00000092539	KOG0629
10090.ENSMUSP00000133048	KOG0629
10116.ENSRNOP00000000008	KOG0629
10116.ENSRNOP00000016205	KOG0629
10116.ENSRNOP00000017696	KOG0629
10116.ENSRNOP00000024901	KOG0629
7955.ENSDARP00000010443	KOG0629
7955.ENSDARP00000024113	KOG0629
7955.ENSDARP00000103502	KOG0629
7955.ENSDARP00000110348	KOG0629
7955.ENSDARP00000122377	KOG0629
9606.ENSP00000267085	KOG0629
9606.ENSP00000282538	KOG0629
9606.ENSP00000350928	KOG0629
9606.ENSP00000365437	KOG0629
10090.ENSMUSP00000111471	KOG0630
10116.ENSRNOP00000003284	KOG0630
10116.ENSRNOP00000051130	KOG0630
7955.ENSDARP00000118338	KOG0630
9606.ENSP00000379691	KOG0630
10090.ENSMUSP00000021114	KOG0631
10090.ENSMUSP00000028636	KOG0631
10116.ENSRNOP00000008525	KOG0631
10116.ENSRNOP00000012447	KOG0631
10116.ENSRNOP00000064686	KOG0631
4932.YBR020W	KOG0631
4932.YDR009W	KOG0631
7955.ENSDARP00000005687	KOG0631
7955.ENSDARP00000037286	KOG0631
9606.ENSP00000453129	KOG0631
9606.ENSP00000465930	KOG0631
4932.YIL116W	KOG0633
10090.ENSMUSP00000078436	KOG0634
10116.ENSRNOP00000015974	KOG0634
4932.YER152C	KOG0634
4932.YGL202W	KOG0634
4932.YHR137W	KOG0634
7955.ENSDARP00000010437	KOG0634
9606.ENSP00000423190	KOG0634
4932.YKL001C	KOG0635
4932.YJR010W	KOG0636
10090.ENSMUSP00000022851	KOG0637
10090.ENSMUSP00000027695	KOG0637
10090.ENSMUSP00000036774	KOG0637
10090.ENSMUSP00000121775	KOG0637
